Column,Original,Imputed/Encoded
Annual Inc Joint,,37101.0 (From Annual Inc)
Annual Inc Joint,,34900.0 (From Annual Inc)
Annual Inc Joint,,63697.0 (From Annual Inc)
Annual Inc Joint,,27040.0 (From Annual Inc)
Annual Inc Joint,,137000.0 (From Annual Inc)
Annual Inc Joint,,43800.0 (From Annual Inc)
Annual Inc Joint,,75916.0 (From Annual Inc)
Annual Inc Joint,,164200.0 (From Annual Inc)
Annual Inc Joint,,90027.0 (From Annual Inc)
Annual Inc Joint,,27433.199 (From Annual Inc)
Annual Inc Joint,,98250.0 (From Annual Inc)
Annual Inc Joint,,22360.0 (From Annual Inc)
Annual Inc Joint,,114500.0 (From Annual Inc)
Annual Inc Joint,,70050.0 (From Annual Inc)
Annual Inc Joint,,51280.0 (From Annual Inc)
Annual Inc Joint,,51753.84 (From Annual Inc)
Annual Inc Joint,,35500.0 (From Annual Inc)
Annual Inc Joint,,74300.0 (From Annual Inc)
Annual Inc Joint,,81384.0 (From Annual Inc)
Annual Inc Joint,,89988.0 (From Annual Inc)
Annual Inc Joint,,114200.0 (From Annual Inc)
Annual Inc Joint,,119000.0 (From Annual Inc)
Annual Inc Joint,,175075.0 (From Annual Inc)
Annual Inc Joint,,111457.0 (From Annual Inc)
Annual Inc Joint,,33500.0 (From Annual Inc)
Annual Inc Joint,,316350.66 (From Annual Inc)
Annual Inc Joint,,29850.0 (From Annual Inc)
Annual Inc Joint,,69321.0 (From Annual Inc)
Annual Inc Joint,,59500.0 (From Annual Inc)
Annual Inc Joint,,75600.0 (From Annual Inc)
Annual Inc Joint,,61695.0 (From Annual Inc)
Annual Inc Joint,,27096.0 (From Annual Inc)
Annual Inc Joint,,132500.0 (From Annual Inc)
Annual Inc Joint,,92740.0 (From Annual Inc)
Annual Inc Joint,,112800.0 (From Annual Inc)
Annual Inc Joint,,36600.0 (From Annual Inc)
Annual Inc Joint,,45610.0 (From Annual Inc)
Annual Inc Joint,,12276.0 (From Annual Inc)
Annual Inc Joint,,73275.0 (From Annual Inc)
Annual Inc Joint,,15240.0 (From Annual Inc)
Annual Inc Joint,,58040.0 (From Annual Inc)
Annual Inc Joint,,134500.0 (From Annual Inc)
Annual Inc Joint,,10992.0 (From Annual Inc)
Annual Inc Joint,,28200.0 (From Annual Inc)
Annual Inc Joint,,14000.0 (From Annual Inc)
Annual Inc Joint,,76800.0 (From Annual Inc)
Annual Inc Joint,,34403.879 (From Annual Inc)
Annual Inc Joint,,29473.0 (From Annual Inc)
Annual Inc Joint,,224000.0 (From Annual Inc)
Annual Inc Joint,,38188.0 (From Annual Inc)
Annual Inc Joint,,400000.0 (From Annual Inc)
Annual Inc Joint,,12000.0 (From Annual Inc)
Annual Inc Joint,,35235.0 (From Annual Inc)
Annual Inc Joint,,171000.0 (From Annual Inc)
Annual Inc Joint,,62612.0 (From Annual Inc)
Annual Inc Joint,,79747.203 (From Annual Inc)
Annual Inc Joint,,85475.0 (From Annual Inc)
Annual Inc Joint,,166000.0 (From Annual Inc)
Annual Inc Joint,,54652.0 (From Annual Inc)
Annual Inc Joint,,56500.0 (From Annual Inc)
Annual Inc Joint,,42750.0 (From Annual Inc)
Annual Inc Joint,,252000.0 (From Annual Inc)
Annual Inc Joint,,39416.0 (From Annual Inc)
Annual Inc Joint,,40991.75 (From Annual Inc)
Annual Inc Joint,,46840.0 (From Annual Inc)
Annual Inc Joint,,58850.0 (From Annual Inc)
Annual Inc Joint,,92388.0 (From Annual Inc)
Annual Inc Joint,,49277.262 (From Annual Inc)
Annual Inc Joint,,648000.0 (From Annual Inc)
Annual Inc Joint,,64917.0 (From Annual Inc)
Annual Inc Joint,,87966.961 (From Annual Inc)
Annual Inc Joint,,61600.0 (From Annual Inc)
Annual Inc Joint,,61085.0 (From Annual Inc)
Annual Inc Joint,,38637.719 (From Annual Inc)
Annual Inc Joint,,59441.0 (From Annual Inc)
Annual Inc Joint,,27400.0 (From Annual Inc)
Annual Inc Joint,,77740.0 (From Annual Inc)
Annual Inc Joint,,73301.0 (From Annual Inc)
Annual Inc Joint,,117300.0 (From Annual Inc)
Annual Inc Joint,,76805.0 (From Annual Inc)
Annual Inc Joint,,129500.0 (From Annual Inc)
Annual Inc Joint,,185300.0 (From Annual Inc)
Annual Inc Joint,,100008.0 (From Annual Inc)
Annual Inc Joint,,74328.0 (From Annual Inc)
Annual Inc Joint,,57996.0 (From Annual Inc)
Annual Inc Joint,,24516.0 (From Annual Inc)
Annual Inc Joint,,11400.0 (From Annual Inc)
Annual Inc Joint,,41900.0 (From Annual Inc)
Annual Inc Joint,,60041.762 (From Annual Inc)
Annual Inc Joint,,105268.0 (From Annual Inc)
Annual Inc Joint,,35401.0 (From Annual Inc)
Annual Inc Joint,,49800.0 (From Annual Inc)
Annual Inc Joint,,53150.0 (From Annual Inc)
Annual Inc Joint,,172480.0 (From Annual Inc)
Annual Inc Joint,,89990.0 (From Annual Inc)
Annual Inc Joint,,94992.0 (From Annual Inc)
Annual Inc Joint,,85500.0 (From Annual Inc)
Annual Inc Joint,,43200.0 (From Annual Inc)
Annual Inc Joint,,142000.0 (From Annual Inc)
Annual Inc Joint,,14500.0 (From Annual Inc)
Annual Inc Joint,,120985.0 (From Annual Inc)
Annual Inc Joint,,43767.102 (From Annual Inc)
Annual Inc Joint,,71500.0 (From Annual Inc)
Annual Inc Joint,,268000.0 (From Annual Inc)
Annual Inc Joint,,272000.0 (From Annual Inc)
Annual Inc Joint,,30200.0 (From Annual Inc)
Annual Inc Joint,,19500.0 (From Annual Inc)
Annual Inc Joint,,120830.0 (From Annual Inc)
Annual Inc Joint,,65940.0 (From Annual Inc)
Annual Inc Joint,,305000.0 (From Annual Inc)
Annual Inc Joint,,44984.0 (From Annual Inc)
Annual Inc Joint,,10037.0 (From Annual Inc)
Annual Inc Joint,,96895.0 (From Annual Inc)
Annual Inc Joint,,94060.0 (From Annual Inc)
Annual Inc Joint,,24116.0 (From Annual Inc)
Annual Inc Joint,,45379.0 (From Annual Inc)
Annual Inc Joint,,156000.0 (From Annual Inc)
Annual Inc Joint,,107800.0 (From Annual Inc)
Annual Inc Joint,,21450.0 (From Annual Inc)
Annual Inc Joint,,95800.0 (From Annual Inc)
Annual Inc Joint,,17700.0 (From Annual Inc)
Annual Inc Joint,,131010.0 (From Annual Inc)
Annual Inc Joint,,59040.0 (From Annual Inc)
Annual Inc Joint,,97769.523 (From Annual Inc)
Annual Inc Joint,,69346.0 (From Annual Inc)
Annual Inc Joint,,91400.0 (From Annual Inc)
Annual Inc Joint,,104700.0 (From Annual Inc)
Annual Inc Joint,,92640.0 (From Annual Inc)
Annual Inc Joint,,212000.0 (From Annual Inc)
Annual Inc Joint,,44500.0 (From Annual Inc)
Annual Inc Joint,,58760.0 (From Annual Inc)
Annual Inc Joint,,230100.0 (From Annual Inc)
Annual Inc Joint,,46600.0 (From Annual Inc)
Annual Inc Joint,,43033.0 (From Annual Inc)
Annual Inc Joint,,63383.0 (From Annual Inc)
Annual Inc Joint,,37595.0 (From Annual Inc)
Annual Inc Joint,,80600.0 (From Annual Inc)
Annual Inc Joint,,57800.0 (From Annual Inc)
Annual Inc Joint,,42900.0 (From Annual Inc)
Annual Inc Joint,,465000.0 (From Annual Inc)
Annual Inc Joint,,33030.0 (From Annual Inc)
Annual Inc Joint,,51600.0 (From Annual Inc)
Annual Inc Joint,,268818.0 (From Annual Inc)
Annual Inc Joint,,62307.0 (From Annual Inc)
Annual Inc Joint,,139000.0 (From Annual Inc)
Annual Inc Joint,,27924.0 (From Annual Inc)
Annual Inc Joint,,68500.0 (From Annual Inc)
Annual Inc Joint,,74500.0 (From Annual Inc)
Annual Inc Joint,,65198.0 (From Annual Inc)
Annual Inc Joint,,96990.0 (From Annual Inc)
Annual Inc Joint,,28512.0 (From Annual Inc)
Annual Inc Joint,,85881.0 (From Annual Inc)
Annual Inc Joint,,79600.0 (From Annual Inc)
Annual Inc Joint,,98351.0 (From Annual Inc)
Annual Inc Joint,,86750.0 (From Annual Inc)
Annual Inc Joint,,41080.0 (From Annual Inc)
Annual Inc Joint,,162000.0 (From Annual Inc)
Annual Inc Joint,,79390.0 (From Annual Inc)
Annual Inc Joint,,93827.0 (From Annual Inc)
Annual Inc Joint,,94480.0 (From Annual Inc)
Annual Inc Joint,,59081.0 (From Annual Inc)
Annual Inc Joint,,73660.0 (From Annual Inc)
Annual Inc Joint,,62200.0 (From Annual Inc)
Annual Inc Joint,,78384.0 (From Annual Inc)
Annual Inc Joint,,19668.0 (From Annual Inc)
Annual Inc Joint,,65880.0 (From Annual Inc)
Annual Inc Joint,,95600.0 (From Annual Inc)
Annual Inc Joint,,69300.0 (From Annual Inc)
Annual Inc Joint,,49403.0 (From Annual Inc)
Annual Inc Joint,,19400.0 (From Annual Inc)
Annual Inc Joint,,99500.0 (From Annual Inc)
Annual Inc Joint,,32750.0 (From Annual Inc)
Annual Inc Joint,,56391.121 (From Annual Inc)
Annual Inc Joint,,33600.0 (From Annual Inc)
Annual Inc Joint,,82784.0 (From Annual Inc)
Annual Inc Joint,,88500.0 (From Annual Inc)
Annual Inc Joint,,44882.879 (From Annual Inc)
Annual Inc Joint,,86700.0 (From Annual Inc)
Annual Inc Joint,,19212.0 (From Annual Inc)
Annual Inc Joint,,52700.0 (From Annual Inc)
Annual Inc Joint,,80850.0 (From Annual Inc)
Annual Inc Joint,,78349.0 (From Annual Inc)
Annual Inc Joint,,176600.0 (From Annual Inc)
Annual Inc Joint,,98500.0 (From Annual Inc)
Annual Inc Joint,,96400.0 (From Annual Inc)
Annual Inc Joint,,79857.0 (From Annual Inc)
Annual Inc Joint,,149000.0 (From Annual Inc)
Annual Inc Joint,,153000.0 (From Annual Inc)
Annual Inc Joint,,58326.0 (From Annual Inc)
Annual Inc Joint,,68281.0 (From Annual Inc)
Annual Inc Joint,,13500.0 (From Annual Inc)
Annual Inc Joint,,431000.0 (From Annual Inc)
Annual Inc Joint,,179000.0 (From Annual Inc)
Annual Inc Joint,,260000.0 (From Annual Inc)
Annual Inc Joint,,61612.0 (From Annual Inc)
Annual Inc Joint,,67024.0 (From Annual Inc)
Annual Inc Joint,,38140.0 (From Annual Inc)
Annual Inc Joint,,87966.242 (From Annual Inc)
Annual Inc Joint,,31968.0 (From Annual Inc)
Annual Inc Joint,,110560.0 (From Annual Inc)
Annual Inc Joint,,31383.119 (From Annual Inc)
Annual Inc Joint,,269156.0 (From Annual Inc)
Annual Inc Joint,,58500.0 (From Annual Inc)
Annual Inc Joint,,63400.0 (From Annual Inc)
Annual Inc Joint,,52800.0 (From Annual Inc)
Annual Inc Joint,,75547.0 (From Annual Inc)
Annual Inc Joint,,27218.0 (From Annual Inc)
Annual Inc Joint,,51510.0 (From Annual Inc)
Annual Inc Joint,,141850.0 (From Annual Inc)
Annual Inc Joint,,74080.0 (From Annual Inc)
Annual Inc Joint,,73500.0 (From Annual Inc)
Annual Inc Joint,,85800.0 (From Annual Inc)
Annual Inc Joint,,108300.0 (From Annual Inc)
Annual Inc Joint,,418000.0 (From Annual Inc)
Annual Inc Joint,,67600.0 (From Annual Inc)
Annual Inc Joint,,19300.0 (From Annual Inc)
Annual Inc Joint,,19376.0 (From Annual Inc)
Annual Inc Joint,,235000.0 (From Annual Inc)
Annual Inc Joint,,87600.0 (From Annual Inc)
Annual Inc Joint,,93629.0 (From Annual Inc)
Annual Inc Joint,,61704.0 (From Annual Inc)
Annual Inc Joint,,28880.0 (From Annual Inc)
Annual Inc Joint,,19537.0 (From Annual Inc)
Annual Inc Joint,,89689.0 (From Annual Inc)
Annual Inc Joint,,37609.0 (From Annual Inc)
Annual Inc Joint,,38148.0 (From Annual Inc)
Annual Inc Joint,,92440.0 (From Annual Inc)
Annual Inc Joint,,51188.0 (From Annual Inc)
Annual Inc Joint,,23340.0 (From Annual Inc)
Annual Inc Joint,,64656.0 (From Annual Inc)
Annual Inc Joint,,42382.898 (From Annual Inc)
Annual Inc Joint,,94488.0 (From Annual Inc)
Annual Inc Joint,,198000.0 (From Annual Inc)
Annual Inc Joint,,41367.0 (From Annual Inc)
Annual Inc Joint,,68700.0 (From Annual Inc)
Annual Inc Joint,,76446.0 (From Annual Inc)
Annual Inc Joint,,23508.0 (From Annual Inc)
Annual Inc Joint,,33384.0 (From Annual Inc)
Annual Inc Joint,,60400.0 (From Annual Inc)
Annual Inc Joint,,62412.0 (From Annual Inc)
Annual Inc Joint,,40700.0 (From Annual Inc)
Annual Inc Joint,,82289.547 (From Annual Inc)
Annual Inc Joint,,20304.0 (From Annual Inc)
Annual Inc Joint,,54900.0 (From Annual Inc)
Annual Inc Joint,,34762.609 (From Annual Inc)
Annual Inc Joint,,34463.0 (From Annual Inc)
Annual Inc Joint,,93893.0 (From Annual Inc)
Annual Inc Joint,,234000.0 (From Annual Inc)
Annual Inc Joint,,72350.0 (From Annual Inc)
Annual Inc Joint,,49200.0 (From Annual Inc)
Annual Inc Joint,,59600.0 (From Annual Inc)
Annual Inc Joint,,21600.0 (From Annual Inc)
Annual Inc Joint,,24144.0 (From Annual Inc)
Annual Inc Joint,,93602.0 (From Annual Inc)
Annual Inc Joint,,89110.0 (From Annual Inc)
Annual Inc Joint,,128800.0 (From Annual Inc)
Annual Inc Joint,,38126.0 (From Annual Inc)
Annual Inc Joint,,77843.0 (From Annual Inc)
Annual Inc Joint,,46175.0 (From Annual Inc)
Annual Inc Joint,,51298.0 (From Annual Inc)
Annual Inc Joint,,53912.0 (From Annual Inc)
Annual Inc Joint,,105150.0 (From Annual Inc)
Annual Inc Joint,,148000.0 (From Annual Inc)
Annual Inc Joint,,79802.0 (From Annual Inc)
Annual Inc Joint,,189000.0 (From Annual Inc)
Annual Inc Joint,,114213.0 (From Annual Inc)
Annual Inc Joint,,84400.0 (From Annual Inc)
Annual Inc Joint,,97760.0 (From Annual Inc)
Annual Inc Joint,,207100.0 (From Annual Inc)
Annual Inc Joint,,39096.0 (From Annual Inc)
Annual Inc Joint,,30500.0 (From Annual Inc)
Annual Inc Joint,,750000.0 (From Annual Inc)
Annual Inc Joint,,40060.0 (From Annual Inc)
Annual Inc Joint,,16750.0 (From Annual Inc)
Annual Inc Joint,,109500.0 (From Annual Inc)
Annual Inc Joint,,183100.0 (From Annual Inc)
Annual Inc Joint,,51400.0 (From Annual Inc)
Annual Inc Joint,,119039.0 (From Annual Inc)
Annual Inc Joint,,228000.0 (From Annual Inc)
Annual Inc Joint,,55058.0 (From Annual Inc)
Annual Inc Joint,,33215.0 (From Annual Inc)
Annual Inc Joint,,166300.0 (From Annual Inc)
Annual Inc Joint,,30648.0 (From Annual Inc)
Annual Inc Joint,,34500.0 (From Annual Inc)
Annual Inc Joint,,37800.0 (From Annual Inc)
Annual Inc Joint,,196000.0 (From Annual Inc)
Annual Inc Joint,,26112.0 (From Annual Inc)
Annual Inc Joint,,62812.0 (From Annual Inc)
Annual Inc Joint,,32927.0 (From Annual Inc)
Annual Inc Joint,,42956.0 (From Annual Inc)
Annual Inc Joint,,21296.0 (From Annual Inc)
Annual Inc Joint,,124500.0 (From Annual Inc)
Annual Inc Joint,,100400.0 (From Annual Inc)
Annual Inc Joint,,91299.0 (From Annual Inc)
Annual Inc Joint,,38452.961 (From Annual Inc)
Annual Inc Joint,,107422.0 (From Annual Inc)
Annual Inc Joint,,119997.0 (From Annual Inc)
Annual Inc Joint,,91800.0 (From Annual Inc)
Annual Inc Joint,,148548.0 (From Annual Inc)
Annual Inc Joint,,53701.0 (From Annual Inc)
Annual Inc Joint,,40254.0 (From Annual Inc)
Annual Inc Joint,,53016.0 (From Annual Inc)
Annual Inc Joint,,400500.0 (From Annual Inc)
Annual Inc Joint,,151700.0 (From Annual Inc)
Annual Inc Joint,,63575.0 (From Annual Inc)
Annual Inc Joint,,184859.0 (From Annual Inc)
Annual Inc Joint,,52683.0 (From Annual Inc)
Annual Inc Joint,,65900.0 (From Annual Inc)
Annual Inc Joint,,23820.0 (From Annual Inc)
Annual Inc Joint,,20280.0 (From Annual Inc)
Annual Inc Joint,,82646.0 (From Annual Inc)
Annual Inc Joint,,116365.0 (From Annual Inc)
Annual Inc Joint,,73400.0 (From Annual Inc)
Annual Inc Joint,,85448.0 (From Annual Inc)
Annual Inc Joint,,38771.0 (From Annual Inc)
Annual Inc Joint,,43650.0 (From Annual Inc)
Annual Inc Joint,,57420.0 (From Annual Inc)
Annual Inc Joint,,51250.0 (From Annual Inc)
Annual Inc Joint,,42240.0 (From Annual Inc)
Annual Inc Joint,,43295.0 (From Annual Inc)
Annual Inc Joint,,63930.0 (From Annual Inc)
Annual Inc Joint,,75747.0 (From Annual Inc)
Annual Inc Joint,,28587.0 (From Annual Inc)
Annual Inc Joint,,74246.0 (From Annual Inc)
Annual Inc Joint,,118450.0 (From Annual Inc)
Annual Inc Joint,,81500.0 (From Annual Inc)
Annual Inc Joint,,59700.0 (From Annual Inc)
Annual Inc Joint,,42198.0 (From Annual Inc)
Annual Inc Joint,,220000.0 (From Annual Inc)
Annual Inc Joint,,36640.0 (From Annual Inc)
Annual Inc Joint,,19700.0 (From Annual Inc)
Annual Inc Joint,,84492.0 (From Annual Inc)
Annual Inc Joint,,50800.0 (From Annual Inc)
Annual Inc Joint,,45200.0 (From Annual Inc)
Annual Inc Joint,,55600.0 (From Annual Inc)
Annual Inc Joint,,10350.0 (From Annual Inc)
Annual Inc Joint,,106344.0 (From Annual Inc)
Annual Inc Joint,,95500.0 (From Annual Inc)
Annual Inc Joint,,614496.0 (From Annual Inc)
Annual Inc Joint,,94201.0 (From Annual Inc)
Annual Inc Joint,,204000.0 (From Annual Inc)
Annual Inc Joint,,60174.0 (From Annual Inc)
Annual Inc Joint,,24216.0 (From Annual Inc)
Annual Inc Joint,,107448.0 (From Annual Inc)
Annual Inc Joint,,99990.0 (From Annual Inc)
Annual Inc Joint,,105734.0 (From Annual Inc)
Annual Inc Joint,,102677.0 (From Annual Inc)
Annual Inc Joint,,61512.0 (From Annual Inc)
Annual Inc Joint,,28791.0 (From Annual Inc)
Annual Inc Joint,,47900.0 (From Annual Inc)
Annual Inc Joint,,55555.0 (From Annual Inc)
Annual Inc Joint,,46557.0 (From Annual Inc)
Annual Inc Joint,,71172.0 (From Annual Inc)
Annual Inc Joint,,223000.0 (From Annual Inc)
Annual Inc Joint,,120154.0 (From Annual Inc)
Annual Inc Joint,,93200.0 (From Annual Inc)
Annual Inc Joint,,39500.0 (From Annual Inc)
Annual Inc Joint,,60348.0 (From Annual Inc)
Annual Inc Joint,,104663.24 (From Annual Inc)
Annual Inc Joint,,117240.9 (From Annual Inc)
Annual Inc Joint,,32241.0 (From Annual Inc)
Annual Inc Joint,,97350.0 (From Annual Inc)
Annual Inc Joint,,87690.0 (From Annual Inc)
Annual Inc Joint,,28575.0 (From Annual Inc)
Annual Inc Joint,,137800.0 (From Annual Inc)
Annual Inc Joint,,81452.797 (From Annual Inc)
Annual Inc Joint,,58800.0 (From Annual Inc)
Annual Inc Joint,,109567.0 (From Annual Inc)
Annual Inc Joint,,29500.0 (From Annual Inc)
Annual Inc Joint,,27360.0 (From Annual Inc)
Annual Inc Joint,,115200.0 (From Annual Inc)
Annual Inc Joint,,58531.0 (From Annual Inc)
Annual Inc Joint,,60100.0 (From Annual Inc)
Annual Inc Joint,,104040.0 (From Annual Inc)
Annual Inc Joint,,51883.0 (From Annual Inc)
Annual Inc Joint,,187500.0 (From Annual Inc)
Annual Inc Joint,,44300.0 (From Annual Inc)
Annual Inc Joint,,154000.0 (From Annual Inc)
Annual Inc Joint,,13650.0 (From Annual Inc)
Annual Inc Joint,,103789.0 (From Annual Inc)
Annual Inc Joint,,98800.0 (From Annual Inc)
Annual Inc Joint,,96754.0 (From Annual Inc)
Annual Inc Joint,,197500.0 (From Annual Inc)
Annual Inc Joint,,78972.0 (From Annual Inc)
Annual Inc Joint,,63372.0 (From Annual Inc)
Annual Inc Joint,,20950.0 (From Annual Inc)
Annual Inc Joint,,58006.0 (From Annual Inc)
Annual Inc Joint,,59670.0 (From Annual Inc)
Annual Inc Joint,,44160.0 (From Annual Inc)
Annual Inc Joint,,66560.0 (From Annual Inc)
Annual Inc Joint,,45600.0 (From Annual Inc)
Annual Inc Joint,,44457.0 (From Annual Inc)
Annual Inc Joint,,34162.0 (From Annual Inc)
Annual Inc Joint,,37872.0 (From Annual Inc)
Annual Inc Joint,,90500.0 (From Annual Inc)
Annual Inc Joint,,133689.0 (From Annual Inc)
Annual Inc Joint,,68770.0 (From Annual Inc)
Annual Inc Joint,,23532.0 (From Annual Inc)
Annual Inc Joint,,80200.0 (From Annual Inc)
Annual Inc Joint,,105258.0 (From Annual Inc)
Annual Inc Joint,,36306.0 (From Annual Inc)
Annual Inc Joint,,178000.0 (From Annual Inc)
Annual Inc Joint,,147360.0 (From Annual Inc)
Annual Inc Joint,,55623.0 (From Annual Inc)
Annual Inc Joint,,250842.0 (From Annual Inc)
Annual Inc Joint,,32800.0 (From Annual Inc)
Annual Inc Joint,,86715.0 (From Annual Inc)
Annual Inc Joint,,128600.0 (From Annual Inc)
Annual Inc Joint,,73161.0 (From Annual Inc)
Annual Inc Joint,,56027.0 (From Annual Inc)
Annual Inc Joint,,136500.0 (From Annual Inc)
Annual Inc Joint,,38597.0 (From Annual Inc)
Annual Inc Joint,,19944.0 (From Annual Inc)
Annual Inc Joint,,90340.0 (From Annual Inc)
Annual Inc Joint,,200482.0 (From Annual Inc)
Annual Inc Joint,,58240.0 (From Annual Inc)
Annual Inc Joint,,108800.0 (From Annual Inc)
Annual Inc Joint,,31632.0 (From Annual Inc)
Annual Inc Joint,,127500.0 (From Annual Inc)
Annual Inc Joint,,36285.0 (From Annual Inc)
Annual Inc Joint,,29120.0 (From Annual Inc)
Annual Inc Joint,,197000.0 (From Annual Inc)
Annual Inc Joint,,53779.0 (From Annual Inc)
Annual Inc Joint,,159751.0 (From Annual Inc)
Annual Inc Joint,,103300.0 (From Annual Inc)
Annual Inc Joint,,80745.0 (From Annual Inc)
Annual Inc Joint,,96300.0 (From Annual Inc)
Annual Inc Joint,,77250.0 (From Annual Inc)
Annual Inc Joint,,111824.0 (From Annual Inc)
Annual Inc Joint,,60829.0 (From Annual Inc)
Annual Inc Joint,,90168.0 (From Annual Inc)
Annual Inc Joint,,77100.0 (From Annual Inc)
Annual Inc Joint,,102960.0 (From Annual Inc)
Annual Inc Joint,,73600.0 (From Annual Inc)
Annual Inc Joint,,77043.0 (From Annual Inc)
Annual Inc Joint,,49628.0 (From Annual Inc)
Annual Inc Joint,,16000.0 (From Annual Inc)
Annual Inc Joint,,55246.0 (From Annual Inc)
Annual Inc Joint,,54768.0 (From Annual Inc)
Annual Inc Joint,,29700.0 (From Annual Inc)
Annual Inc Joint,,174600.0 (From Annual Inc)
Annual Inc Joint,,27100.0 (From Annual Inc)
Annual Inc Joint,,125358.0 (From Annual Inc)
Annual Inc Joint,,233000.0 (From Annual Inc)
Annual Inc Joint,,44784.0 (From Annual Inc)
Annual Inc Joint,,129000.0 (From Annual Inc)
Annual Inc Joint,,70500.0 (From Annual Inc)
Annual Inc Joint,,39620.0 (From Annual Inc)
Annual Inc Joint,,35584.68 (From Annual Inc)
Annual Inc Joint,,19000.0 (From Annual Inc)
Annual Inc Joint,,78945.0 (From Annual Inc)
Annual Inc Joint,,61700.0 (From Annual Inc)
Annual Inc Joint,,32577.0 (From Annual Inc)
Annual Inc Joint,,127868.0 (From Annual Inc)
Annual Inc Joint,,74371.602 (From Annual Inc)
Annual Inc Joint,,263407.0 (From Annual Inc)
Annual Inc Joint,,38400.0 (From Annual Inc)
Annual Inc Joint,,205293.0 (From Annual Inc)
Annual Inc Joint,,31200.0 (From Annual Inc)
Annual Inc Joint,,178462.0 (From Annual Inc)
Annual Inc Joint,,52300.0 (From Annual Inc)
Annual Inc Joint,,75712.0 (From Annual Inc)
Annual Inc Joint,,19392.0 (From Annual Inc)
Annual Inc Joint,,134600.0 (From Annual Inc)
Annual Inc Joint,,31332.0 (From Annual Inc)
Annual Inc Joint,,27560.0 (From Annual Inc)
Annual Inc Joint,,172000.0 (From Annual Inc)
Annual Inc Joint,,34456.0 (From Annual Inc)
Annual Inc Joint,,34464.0 (From Annual Inc)
Annual Inc Joint,,46676.0 (From Annual Inc)
Annual Inc Joint,,65502.0 (From Annual Inc)
Annual Inc Joint,,34528.0 (From Annual Inc)
Annual Inc Joint,,229000.0 (From Annual Inc)
Annual Inc Joint,,46072.0 (From Annual Inc)
Annual Inc Joint,,66068.0 (From Annual Inc)
Annual Inc Joint,,82788.0 (From Annual Inc)
Annual Inc Joint,,59828.0 (From Annual Inc)
Annual Inc Joint,,162500.0 (From Annual Inc)
Annual Inc Joint,,33300.0 (From Annual Inc)
Annual Inc Joint,,138600.0 (From Annual Inc)
Annual Inc Joint,,70200.0 (From Annual Inc)
Annual Inc Joint,,171458.0 (From Annual Inc)
Annual Inc Joint,,30360.0 (From Annual Inc)
Annual Inc Joint,,14448.0 (From Annual Inc)
Annual Inc Joint,,74676.242 (From Annual Inc)
Annual Inc Joint,,48012.0 (From Annual Inc)
Annual Inc Joint,,58428.0 (From Annual Inc)
Annual Inc Joint,,62956.0 (From Annual Inc)
Annual Inc Joint,,66086.0 (From Annual Inc)
Annual Inc Joint,,55736.0 (From Annual Inc)
Annual Inc Joint,,75500.0 (From Annual Inc)
Annual Inc Joint,,10336.0 (From Annual Inc)
Annual Inc Joint,,218000.0 (From Annual Inc)
Annual Inc Joint,,100200.0 (From Annual Inc)
Annual Inc Joint,,52116.148 (From Annual Inc)
Annual Inc Joint,,35904.0 (From Annual Inc)
Annual Inc Joint,,40824.0 (From Annual Inc)
Annual Inc Joint,,73502.0 (From Annual Inc)
Annual Inc Joint,,67700.0 (From Annual Inc)
Annual Inc Joint,,79800.0 (From Annual Inc)
Annual Inc Joint,,59892.0 (From Annual Inc)
Annual Inc Joint,,50132.0 (From Annual Inc)
Annual Inc Joint,,70928.0 (From Annual Inc)
Annual Inc Joint,,24996.0 (From Annual Inc)
Annual Inc Joint,,165500.0 (From Annual Inc)
Annual Inc Joint,,16548.0 (From Annual Inc)
Annual Inc Joint,,103808.0 (From Annual Inc)
Annual Inc Joint,,94786.0 (From Annual Inc)
Annual Inc Joint,,25550.0 (From Annual Inc)
Annual Inc Joint,,112555.0 (From Annual Inc)
Annual Inc Joint,,70080.0 (From Annual Inc)
Annual Inc Joint,,66406.0 (From Annual Inc)
Annual Inc Joint,,55200.0 (From Annual Inc)
Annual Inc Joint,,107500.0 (From Annual Inc)
Annual Inc Joint,,43972.0 (From Annual Inc)
Annual Inc Joint,,162160.0 (From Annual Inc)
Annual Inc Joint,,35800.0 (From Annual Inc)
Annual Inc Joint,,88724.0 (From Annual Inc)
Annual Inc Joint,,36756.0 (From Annual Inc)
Annual Inc Joint,,154280.0 (From Annual Inc)
Annual Inc Joint,,169223.16 (From Annual Inc)
Annual Inc Joint,,28836.0 (From Annual Inc)
Annual Inc Joint,,132146.0 (From Annual Inc)
Annual Inc Joint,,60720.0 (From Annual Inc)
Annual Inc Joint,,48560.0 (From Annual Inc)
Annual Inc Joint,,60552.0 (From Annual Inc)
Annual Inc Joint,,30326.4 (From Annual Inc)
Annual Inc Joint,,92500.0 (From Annual Inc)
Annual Inc Joint,,120640.0 (From Annual Inc)
Annual Inc Joint,,70272.0 (From Annual Inc)
Annual Inc Joint,,13183.0 (From Annual Inc)
Annual Inc Joint,,29315.0 (From Annual Inc)
Annual Inc Joint,,19888.0 (From Annual Inc)
Annual Inc Joint,,28550.0 (From Annual Inc)
Annual Inc Joint,,31704.0 (From Annual Inc)
Annual Inc Joint,,340000.0 (From Annual Inc)
Annual Inc Joint,,104500.0 (From Annual Inc)
