Column,Original,Imputed/Encoded
State,IL,13
State,DE,8
State,AL,1
State,IN,14
State,CT,6
State,MN,22
State,NH,29
State,MO,23
State,OR,36
State,TN,41
State,OH,34
State,KY,16
State,NE,28
State,MS,24
State,DC,7
State,HI,11
State,WI,47
State,NV,32
State,SD,40
State,WV,48
State,WY,49
State,AR,2
State,ME,20
State,MT,25
State,RI,38
State,ID,12
State,ND,27
